_id,name,data.pumpId,priority,shouldSaveResult,type,nextRunAt,lastModifiedBy,lockedAt,lastRunAt,lastFinishedAt
65ca5dc1a7990358626e7914,activate pump,65c66fecfaf05de8c5ab1142,0,false,normal,,,,2024-02-12T18:10:00.027Z,2024-02-12T18:10:00.318Z
65ca5dc1a7990358626e7915,desactivate pump,65c66fecfaf05de8c5ab1142,0,false,normal,,,,2024-02-12T18:20:00.028Z,2024-02-12T18:20:00.324Z
